moscow_cloudcover_mean,moscow_windspeed_10m_max,moscow_precipitation_sum,moscow_weathercode,date,tver_cloudcover_mean,tver_windspeed_10m_max,tver_precipitation_sum,tver_weathercode,saratov_cloudcover_mean,saratov_windspeed_10m_max,saratov_precipitation_sum,saratov_weathercode,krasnodar_cloudcover_mean,krasnodar_windspeed_10m_max,krasnodar_precipitation_sum,krasnodar_weathercode,crimea_cloudcover_mean,crimea_windspeed_10m_max,crimea_precipitation_sum,crimea_weathercode,avg_cloud,avg_wind,avg_precip
82,14.9,0.7,51,2024-11-19,86,18.8,1.8,73,80,17.4,0.0,3,59,7.3,0.0,3,63,12.4,1.8,53,74.0,14.16,0.86
94,22.3,2.1,73,2024-11-20,100,25.5,4.5,73,74,12.9,0.2,51,79,9.6,0.0,3,80,23.9,0.0,3,85.4,18.839999999999996,1.3599999999999999
100,32.9,15.5,61,2024-11-21,100,27.5,34.4,75,99,26.4,0.3,51,62,33.7,0.0,3,90,35.8,12.5,63,90.2,31.26,12.54
91,19.6,1.0,71,2024-11-22,96,22.1,1.8,73,91,32.4,5.1,61,85,28.0,9.0,63,74,28.5,0.2,51,87.4,26.119999999999997,3.4199999999999995
100,18.8,14.2,75,2024-11-23,100,18.8,11.6,73,100,25.5,0.1,51,70,28.1,1.7,61,90,33.1,12.5,61,92.0,24.860000000000003,8.02
88,14.5,0.7,73,2024-11-24,67,13.4,0.0,3,100,21.9,0.0,3,100,22.9,25.4,73,79,21.4,0.8,71,86.8,18.82,5.38
91,10.8,0.0,3,2024-11-25,94,20.1,0.2,51,89,12.0,0.0,3,100,14.4,8.3,73,92,24.2,0.0,3,93.2,16.3,1.7
56,12.0,0.0,3,2024-11-26,70,19.1,0.0,3,23,9.4,0.0,3,100,14.6,3.8,73,93,15.9,0.0,3,68.4,14.2,0.76
83,7.8,0.0,3,2024-11-27,67,16.2,0.0,3,96,9.7,0.3,51,100,11.1,0.0,3,74,9.0,0.0,3,84.0,10.760000000000002,0.06
100,5.8,1.2,73,2024-11-28,100,8.1,2.8,73,97,7.7,0.0,3,99,12.6,0.0,3,97,9.3,0.0,3,98.6,8.7,0.8
95,8.9,0.4,51,2024-11-29,99,11.0,0.2,51,100,16.5,0.0,3,47,13.1,0.0,3,71,11.8,0.0,3,82.4,12.26,0.12000000000000002
100,13.0,0.0,3,2024-11-30,100,15.6,0.0,3,86,12.0,0.0,3,83,10.2,0.0,3,68,19.5,0.0,3,87.4,14.059999999999999,0.0
100,13.1,0.2,71,2024-12-01,99,17.0,0.0,3,99,10.2,0.0,3,100,13.4,0.0,3,100,21.5,0.0,3,99.6,15.039999999999997,0.04
97,14.1,0.0,3,2024-12-02,99,15.2,0.0,3,100,12.0,0.2,71,79,12.3,0.0,3,86,18.7,0.0,3,92.2,14.459999999999999,0.04
100,12.9,0.0,3,2024-12-03,100,16.6,0.0,3,100,10.2,0.4,71,33,8.9,0.0,3,63,14.0,0.0,3,79.2,12.52,0.08
99,12.6,0.4,71,2024-12-04,84,17.0,0.6,71,100,10.4,0.0,3,27,10.1,0.0,3,79,16.8,0.0,3,77.8,13.38,0.2
100,11.1,0.0,3,2024-12-05,85,14.0,0.0,3,96,14.8,0.0,3,92,15.7,2.7,53,100,15.8,4.6,53,94.6,14.280000000000001,1.46
100,16.2,0.0,3,2024-12-06,100,16.3,0.3,71,96,13.0,0.0,3,81,10.1,0.0,3,89,14.9,0.0,3,93.2,14.1,0.06
100,15.8,7.7,73,2024-12-07,100,18.2,7.0,73,63,15.2,0.0,3,31,17.1,0.0,3,99,13.5,0.0,3,78.6,15.960000000000003,2.94
100,13.0,9.1,73,2024-12-08,100,11.7,7.8,73,97,14.4,0.0,3,89,15.1,0.2,51,79,17.3,0.1,51,93.0,14.3,3.44
100,7.3,1.8,73,2024-12-09,95,11.2,0.4,71,58,10.8,0.0,3,39,15.2,0.0,3,51,23.2,3.0,55,68.6,13.540000000000001,1.04
100,9.7,0.0,3,2024-12-10,99,13.5,0.0,3,97,12.1,0.0,3,65,10.7,0.0,3,67,21.6,2.4,55,85.6,13.52,0.48
100,12.0,0.0,3,2024-12-11,98,17.0,0.0,3,93,11.4,0.0,3,99,19.4,7.2,61,100,23.2,1.0,51,98.0,16.6,1.64
98,16.0,0.8,71,2024-12-12,99,19.8,0.8,71,92,23.9,8.8,75,99,19.8,1.9,53,100,23.2,4.4,71,97.6,20.54,3.3400000000000007
90,20.6,0.3,71,2024-12-13,77,23.3,0.4,71,98,21.7,0.5,71,85,29.0,0.9,73,47,31.4,0.5,73,79.4,25.2,0.52
94,13.7,2.7,73,2024-12-14,100,16.4,5.7,73,96,23.4,0.8,73,65,14.1,0.2,71,20,12.1,0.0,3,75.0,15.939999999999998,1.8800000000000001
100,15.6,3.7,73,2024-12-15,100,18.2,3.3,73,100,25.9,2.9,73,88,31.6,10.8,63,97,25.5,5.5,55,97.0,23.36,5.24
100,22.2,4.0,73,2024-12-16,100,25.3,4.5,73,91,23.8,3.2,73,91,29.0,24.6,63,86,33.2,1.7,55,93.6,26.7,7.6
87,19.7,3.7,75,2024-12-17,87,21.3,2.0,73,84,28.8,1.7,73,100,32.2,12.5,61,95,30.5,3.4,61,90.6,26.5,4.659999999999999
98,18.3,0.2,71,2024-12-18,95,21.0,0.0,3,91,25.9,1.8,73,72,26.2,1.9,55,52,28.2,0.5,51,81.6,23.919999999999998,0.8800000000000001
100,16.1,2.1,73,2024-12-19,89,19.1,3.0,73,77,23.1,0.0,3,49,13.2,0.0,3,36,13.3,0.0,3,70.2,16.96,1.02
100,15.8,0.9,51,2024-12-20,100,18.9,6.5,55,94,13.9,0.5,71,0,10.0,0.0,0,43,16.5,0.0,3,67.4,15.02,1.58
73,17.3,1.0,71,2024-12-21,64,22.4,0.2,71,66,22.3,0.0,3,63,11.4,0.0,3,90,16.0,0.2,51,71.2,17.880000000000003,0.27999999999999997
75,11.8,0.0,3,2024-12-22,91,19.4,0.0,3,100,16.7,1.6,71,91,23.0,0.5,51,100,13.0,6.4,55,91.4,16.78,1.7
100,9.2,0.0,3,2024-12-23,100,15.1,0.0,3,100,11.4,0.4,71,78,18.2,0.4,51,87,15.5,3.3,55,93.0,13.879999999999999,0.82
100,5.9,0.9,71,2024-12-24,100,7.3,0.0,3,100,9.2,3.3,73,33,14.0,0.4,51,70,14.8,0.0,3,80.6,10.24,0.9200000000000002
100,9.5,2.8,73,2024-12-25,100,12.2,1.6,73,100,6.5,0.9,73,83,16.0,0.0,3,80,23.1,3.1,53,92.6,13.460000000000003,1.6800000000000002
100,12.1,0.0,3,2024-12-26,100,13.8,0.1,71,99,9.8,0.3,71,96,16.5,0.9,51,100,33.0,11.1,73,99.0,17.04,2.48
100,11.9,0.0,3,2024-12-27,100,13.5,0.3,51,100,6.0,0.0,3,90,17.9,0.2,51,100,25.8,1.5,73,98.0,15.02,0.4
100,7.3,0.0,3,2024-12-28,100,8.2,0.0,3,100,10.0,1.5,73,100,15.1,0.0,3,100,22.7,0.0,3,100.0,12.66,0.3
100,11.9,0.0,3,2024-12-29,100,16.8,0.2,71,100,12.2,0.0,3,100,7.8,0.5,51,100,13.9,0.0,3,100.0,12.52,0.13999999999999999
100,22.8,0.3,51,2024-12-30,90,27.4,0.9,53,100,14.4,0.0,3,100,6.4,0.6,73,88,8.3,0.0,3,95.6,15.860000000000003,0.36
91,15.9,5.1,75,2024-12-31,86,19.6,0.6,71,100,21.3,0.9,73,84,17.7,0.0,3,71,19.5,0.0,3,86.4,18.8,1.3199999999999998
95,19.8,3.9,73,2025-01-01,89,25.3,4.0,73,89,21.5,0.8,73,66,19.1,0.3,51,39,19.1,0.0,3,75.6,20.959999999999997,1.8000000000000003
100,26.8,2.0,71,2025-01-02,100,30.7,5.7,73,71,23.0,2.0,73,25,23.4,0.0,2,0,22.1,0.0,0,59.2,25.2,1.94
75,19.6,3.5,73,2025-01-03,92,15.6,0.8,73,42,20.6,0.0,3,20,23.6,0.0,3,80,29.0,0.4,51,61.8,21.68,0.9400000000000001
99,9.4,0.8,71,2025-01-04,96,14.5,1.2,71,100,23.1,3.3,73,99,25.6,12.7,63,70,21.6,6.8,73,92.8,18.839999999999996,4.96
94,17.0,0.5,71,2025-01-05,89,19.1,0.0,3,87,22.0,0.1,71,55,9.4,0.0,3,53,10.6,0.0,3,75.6,15.62,0.12
96,13.8,0.0,3,2025-01-06,95,18.8,0.0,3,47,9.5,0.0,3,39,10.3,0.0,3,73,17.7,0.0,3,70.0,14.020000000000001,0.0
100,14.3,6.1,73,2025-01-07,100,14.4,2.4,73,92,25.4,9.2,75,38,13.7,0.0,3,73,24.2,0.0,3,80.6,18.4,3.54
100,18.6,1.0,51,2025-01-08,100,24.2,1.2,51,100,25.9,0.6,51,55,14.8,0.0,3,97,26.0,0.0,3,90.4,21.9,0.56
100,14.5,0.0,3,2025-01-09,92,19.4,0.0,3,100,28.4,1.9,53,8,17.8,0.0,1,15,20.9,0.0,2,63.0,20.2,0.38
100,14.2,2.4,71,2025-01-10,100,15.4,4.3,73,100,10.9,0.0,3,0,9.9,0.0,0,46,16.0,0.0,3,69.2,13.280000000000001,1.3399999999999999
100,15.7,5.0,53,2025-01-11,99,16.9,3.6,53,99,15.5,0.2,51,56,12.5,0.0,3,90,18.8,4.7,71,88.8,15.879999999999999,2.7
86,13.2,0.0,3,2025-01-12,91,15.7,0.0,3,100,11.9,0.5,71,98,9.2,0.9,53,100,18.3,7.6,75,95.0,13.66,1.8
96,11.1,0.8,73,2025-01-13,93,14.8,0.7,73,99,15.6,0.8,71,100,14.8,18.3,75,96,15.2,4.1,75,96.8,14.3,4.94
100,17.7,2.0,73,2025-01-14,100,19.6,2.8,73,68,17.3,0.1,71,71,10.8,0.0,3,85,12.5,0.0,3,84.8,15.579999999999998,0.9799999999999999
100,14.1,0.3,71,2025-01-15,99,16.1,1.1,71,100,16.8,0.3,71,98,5.7,0.0,3,42,6.9,0.0,3,87.8,11.92,0.34
97,16.8,3.8,75,2025-01-16,100,18.4,3.9,75,97,19.8,0.0,3,69,10.1,0.0,3,35,7.3,0.0,3,79.6,14.479999999999999,1.5399999999999998
100,18.5,0.0,3,2025-01-17,93,21.7,0.0,3,100,15.0,2.4,73,100,19.3,0.4,51,100,20.2,0.2,51,98.6,18.94,0.6
100,18.4,1.8,71,2025-01-18,91,22.6,0.4,51,100,14.1,0.1,71,100,16.1,1.0,51,100,13.9,0.1,51,98.2,17.020000000000003,0.68
57,18.0,0.0,3,2025-01-19,30,20.8,0.0,3,99,11.8,0.1,51,90,20.5,1.6,51,98,19.0,0.8,73,74.8,18.02,0.5
96,17.0,0.0,3,2025-01-20,97,20.7,0.1,71,97,23.0,0.2,71,36,15.7,0.0,3,16,13.4,0.0,3,68.4,17.96,0.06000000000000001
80,11.2,0.0,3,2025-01-21,77,15.2,0.0,3,16,23.6,0.0,3,56,12.6,0.0,3,35,13.2,0.0,3,52.8,15.16,0.0
100,16.0,0.9,71,2025-01-22,100,22.5,6.7,73,48,16.4,0.0,3,93,16.8,0.0,3,100,11.4,0.2,51,88.2,16.62,1.56
100,15.9,0.0,3,2025-01-23,100,17.3,3.8,73,100,16.6,0.0,3,100,11.5,0.1,51,95,16.0,3.4,53,99.0,15.460000000000003,1.46
100,9.1,0.0,3,2025-01-24,100,12.8,0.0,3,88,13.2,0.0,3,85,17.3,0.6,51,48,13.1,2.8,61,84.2,13.099999999999998,0.6799999999999999
100,11.9,0.0,3,2025-01-25,100,16.6,0.0,3,98,4.8,0.3,71,37,12.1,2.8,61,66,12.9,0.3,51,80.2,11.66,0.6799999999999999
100,13.8,0.9,73,2025-01-26,100,18.0,1.7,73,100,11.4,0.0,3,46,11.3,0.0,3,34,11.7,0.0,2,76.0,13.24,0.52
100,16.0,2.4,53,2025-01-27,100,18.9,2.3,53,100,14.9,0.0,3,39,9.4,0.0,3,33,15.9,0.0,3,74.4,15.02,0.9399999999999998
95,12.7,0.1,51,2025-01-28,96,16.6,0.4,51,100,12.7,0.0,3,13,9.9,0.0,3,16,15.4,0.0,3,64.0,13.459999999999999,0.1
100,11.5,0.1,51,2025-01-29,100,14.5,0.3,51,100,10.7,0.0,3,10,10.8,0.0,1,30,25.9,0.0,3,68.0,14.680000000000001,0.08
97,13.5,0.1,51,2025-01-30,94,17.6,0.3,51,94,13.2,0.0,3,3,9.7,0.0,1,60,20.6,0.0,3,69.6,14.919999999999998,0.08
80,12.2,0.0,3,2025-01-31,89,16.9,0.0,3,68,8.0,0.3,51,36,11.2,0.0,3,96,7.7,0.0,3,73.8,11.2,0.06
100,15.0,1.4,51,2025-02-01,96,21.2,2.7,53,96,11.4,0.0,3,95,9.6,0.0,3,91,12.1,0.0,3,95.6,13.86,0.82
93,14.2,0.4,71,2025-02-02,99,15.8,1.4,71,100,16.6,2.3,71,96,10.0,4.6,55,74,16.7,1.4,51,92.4,14.66,2.02
95,9.3,0.1,71,2025-02-03,96,11.1,0.4,71,100,11.4,0.1,71,100,12.2,3.4,53,98,21.5,11.7,75,97.8,13.1,3.1399999999999997
42,6.5,0.0,3,2025-02-04,95,8.6,0.2,71,100,22.7,6.4,73,60,21.7,6.5,71,88,18.5,0.2,71,77.0,15.6,2.66
93,16.0,0.0,3,2025-02-05,75,12.1,0.0,3,87,19.0,4.5,73,42,16.7,0.0,3,39,12.2,0.0,3,67.2,15.2,0.9
93,7.8,0.0,3,2025-02-06,96,8.8,0.0,3,90,15.4,0.0,3,99,25.9,0.2,71,69,27.1,4.0,73,89.4,17.0,0.8400000000000001
84,12.6,0.0,3,2025-02-07,100,14.8,0.0,3,100,15.7,0.0,3,87,26.0,0.0,3,100,26.7,2.2,71,94.2,19.16,0.44000000000000006
99,7.5,0.0,3,2025-02-08,100,7.5,0.0,3,99,15.9,0.0,3,16,24.0,0.0,2,100,33.2,0.0,3,82.8,17.619999999999997,0.0
100,3.6,0.0,3,2025-02-09,100,6.0,0.0,3,100,15.6,0.0,3,1,21.7,0.0,0,100,31.6,0.0,3,80.2,15.7,0.0
100,6.7,0.0,3,2025-02-10,100,9.9,0.0,3,100,10.5,0.0,3,28,14.4,0.0,3,100,18.9,0.9,71,85.6,12.08,0.18
100,6.6,0.0,3,2025-02-11,100,9.0,0.0,3,100,15.0,0.0,3,1,13.8,0.0,0,95,23.9,0.0,3,79.2,13.660000000000002,0.0
100,10.4,0.0,3,2025-02-12,100,10.1,0.0,3,100,11.4,0.0,3,0,13.7,0.0,0,96,22.0,0.0,3,79.2,13.52,0.0
100,8.6,0.0,3,2025-02-13,100,7.4,0.0,3,100,9.2,0.0,3,30,9.8,0.0,3,92,11.8,0.0,3,84.4,9.36,0.0
94,9.9,0.2,71,2025-02-14,98,13.1,0.7,71,100,11.9,0.0,3,63,12.4,0.0,3,8,13.9,0.0,1,72.6,12.239999999999998,0.18
92,11.9,0.2,71,2025-02-15,98,13.8,0.6,71,100,24.8,7.9,75,74,28.0,4.2,75,87,25.7,2.8,71,90.2,20.84,3.1400000000000006
96,13.0,0.5,71,2025-02-16,97,13.8,0.4,71,86,24.1,0.1,71,100,11.6,5.0,75,100,14.6,0.0,3,95.8,15.420000000000002,1.2
70,14.7,0.0,3,2025-02-17,88,16.2,0.0,3,59,16.0,0.0,3,100,16.0,0.6,71,92,21.1,0.0,3,81.8,16.8,0.12
81,8.2,0.3,71,2025-02-18,84,12.0,0.0,3,88,11.5,0.0,3,100,19.5,0.0,3,50,19.4,0.0,3,80.6,14.12,0.06
88,9.0,0.1,71,2025-02-19,98,10.2,0.4,71,67,11.0,0.0,3,100,12.4,1.0,71,66,15.4,0.0,3,83.8,11.6,0.3
91,8.1,0.0,3,2025-02-20,88,8.2,0.1,71,36,4.0,0.0,3,87,14.3,0.0,3,8,12.6,0.0,3,62.0,9.44,0.02
76,9.6,0.0,3,2025-02-21,64,12.9,0.0,3,63,14.0,0.0,3,64,22.6,0.0,3,70,24.7,0.9,71,67.4,16.759999999999998,0.18
46,8.1,0.0,3,2025-02-22,35,11.5,0.0,3,58,24.2,1.9,73,10,19.5,0.0,1,94,21.8,0.0,3,48.6,17.02,0.38
0,6.6,0.0,0,2025-02-23,1,9.3,0.0,0,100,21.6,5.6,73,55,14.1,0.7,71,67,15.7,0.0,3,44.6,13.459999999999999,1.26
0,8.0,0.0,0,2025-02-24,43,6.7,0.0,3,100,17.9,2.6,73,100,15.6,5.1,73,69,21.3,0.0,3,62.4,13.9,1.5399999999999998
6,4.4,0.0,3,2025-02-25,16,8.3,0.0,3,75,14.3,0.0,3,93,15.1,0.8,71,55,12.0,0.0,3,49.0,10.82,0.16
32,6.1,0.0,3,2025-02-26,14,10.9,0.0,2,94,21.5,0.0,3,63,8.3,0.0,3,25,10.8,0.0,3,45.6,11.52,0.0
1,5.8,0.0,0,2025-02-27,0,9.3,0.0,0,88,16.0,3.0,73,48,4.1,0.0,3,35,13.7,0.0,3,34.4,9.780000000000001,0.6
33,8.7,0.0,3,2025-02-28,75,11.0,0.0,3,57,9.9,0.0,3,64,17.3,0.0,3,6,16.5,0.0,1,47.0,12.680000000000001,0.0
87,9.6,0.0,3,2025-03-01,100,10.3,1.1,71,69,7.8,0.0,3,2,15.7,0.0,0,52,8.9,0.0,3,62.0,10.459999999999999,0.22000000000000003
100,8.2,0.4,71,2025-03-02,100,11.7,0.9,71,98,7.7,0.0,3,77,9.6,0.0,3,100,11.1,1.2,73,95.0,9.66,0.5
99,12.3,1.2,73,2025-03-03,98,13.3,3.7,73,97,11.4,0.6,71,91,9.0,3.1,73,100,10.2,0.8,71,97.0,11.24,1.8800000000000001
100,16.7,5.7,75,2025-03-04,100,20.6,5.4,73,100,17.8,2.7,73,69,16.6,0.0,3,99,18.3,0.1,51,93.6,17.999999999999996,2.7800000000000002
100,22.3,3.2,73,2025-03-05,100,24.1,3.7,73,100,22.4,3.2,73,81,33.0,0.0,3,75,22.1,0.0,3,91.2,24.78,2.0200000000000005
100,19.9,2.3,51,2025-03-06,100,24.2,1.2,51,96,25.9,2.6,73,79,28.2,0.0,3,82,16.2,0.0,3,91.4,22.880000000000003,1.22
74,22.2,0.0,3,2025-03-07,84,25.4,0.0,3,57,25.6,0.2,51,14,21.4,0.0,3,36,11.7,0.0,3,53.0,21.259999999999998,0.04
11,13.2,0.0,3,2025-03-08,16,18.0,0.0,3,1,17.9,0.0,0,40,17.8,0.0,3,42,19.1,0.0,3,22.0,17.2,0.0
25,13.2,0.0,3,2025-03-09,69,16.3,0.0,3,45,18.8,0.0,3,96,16.5,0.0,3,99,17.3,0.0,3,66.8,16.419999999999998,0.0
78,12.2,0.0,3,2025-03-10,82,15.9,0.0,3,38,17.5,0.0,3,77,14.0,0.0,3,42,14.3,0.0,3,63.4,14.780000000000001,0.0
100,15.0,0.2,51,2025-03-11,100,16.4,1.3,51,92,16.6,0.0,3,44,14.5,0.0,3,76,25.6,0.0,3,82.4,17.619999999999997,0.3
99,11.8,4.6,61,2025-03-12,100,12.2,4.4,55,75,14.5,0.2,51,76,22.9,0.4,51,55,27.0,0.0,3,81.0,17.68,1.92
87,16.0,0.2,51,2025-03-13,97,19.5,0.6,51,76,17.5,0.0,3,77,20.5,0.0,3,79,21.8,0.0,3,83.2,19.06,0.16
89,28.7,7.0,61,2025-03-14,98,36.3,6.0,71,92,19.8,4.8,61,82,19.8,0.2,51,64,27.4,0.0,3,85.0,26.4,3.6
64,14.1,0.0,3,2025-03-15,53,20.7,0.1,71,66,15.3,0.0,3,88,18.6,0.0,3,78,24.2,0.0,3,69.8,18.58,0.02
22,12.0,0.0,3,2025-03-16,67,20.0,0.0,3,100,14.8,15.9,63,80,26.2,0.0,3,90,28.2,0.0,3,71.8,20.240000000000002,3.18
88,16.1,1.8,73,2025-03-17,66,18.2,0.2,71,100,10.2,7.7,75,97,27.9,4.0,61,83,17.2,6.9,61,86.8,17.92,4.12
11,8.4,0.0,2,2025-03-18,48,15.0,0.1,71,99,11.2,3.8,73,100,16.1,8.8,63,97,18.6,4.8,53,71.0,13.86,3.5
65,20.2,0.9,73,2025-03-19,65,26.1,0.6,71,33,11.6,0.2,71,87,15.9,0.0,3,43,15.8,0.0,3,58.6,17.919999999999998,0.33999999999999997
21,14.8,0.0,3,2025-03-20,44,18.7,0.0,3,27,18.3,0.0,3,76,17.6,0.1,51,88,19.3,0.1,51,51.2,17.740000000000002,0.04
82,14.4,0.0,3,2025-03-21,91,14.4,0.1,51,18,11.4,0.0,3,64,18.4,0.0,3,21,18.5,0.0,3,55.2,15.419999999999998,0.02
28,13.9,0.0,3,2025-03-22,19,13.6,0.0,3,60,18.7,0.2,51,98,16.9,0.3,51,67,17.6,0.0,3,54.4,16.14,0.1
0,8.6,0.0,0,2025-03-23,26,10.8,0.0,3,3,11.8,0.0,0,70,15.7,0.0,3,49,13.0,0.0,3,29.6,11.98,0.0
51,17.0,0.0,3,2025-03-24,52,24.0,0.0,3,0,6.1,0.0,0,48,12.3,0.0,3,83,20.2,0.0,3,46.8,15.920000000000002,0.0
100,17.1,5.2,71,2025-03-25,100,21.1,2.9,51,51,12.6,0.0,3,86,15.0,0.0,3,83,18.9,3.5,61,84.0,16.940000000000005,2.32
99,8.6,0.2,51,2025-03-26,100,9.6,0.0,3,100,18.2,0.9,51,99,18.9,1.0,53,95,13.5,1.4,53,98.6,13.76,0.7
100,9.1,1.8,53,2025-03-27,98,10.3,1.1,51,81,12.3,0.4,51,76,11.0,0.2,51,94,12.1,0.7,51,89.8,10.96,0.8400000000000001
62,6.0,0.1,51,2025-03-28,66,10.3,0.0,3,63,9.4,0.0,3,52,13.4,0.0,3,85,25.8,0.4,51,65.6,12.98,0.1
18,8.3,0.0,3,2025-03-29,2,11.9,0.0,0,61,8.9,0.0,3,80,18.1,0.4,51,66,22.6,0.0,3,45.4,13.960000000000003,0.08
46,10.1,0.0,3,2025-03-30,45,17.4,0.0,3,94,14.4,0.6,51,78,13.7,12.3,65,57,13.8,0.4,51,64.0,13.879999999999999,2.66
90,12.6,0.0,3,2025-03-31,74,12.3,0.0,3,91,21.6,0.3,51,97,18.7,6.2,61,94,12.9,0.1,51,89.2,15.620000000000001,1.3199999999999998
100,14.7,6.8,61,2025-04-01,99,11.1,0.0,3,92,18.1,0.0,3,52,16.0,0.2,51,58,16.0,0.0,3,80.2,15.180000000000001,1.4
38,17.8,3.6,55,2025-04-02,27,16.8,0.0,3,71,15.8,8.0,63,99,12.4,0.5,51,100,18.8,5.4,61,67.0,16.32,3.5
40,12.2,0.0,3,2025-04-03,49,12.8,0.0,3,21,14.9,0.0,3,99,14.3,11.8,63,98,16.9,2.8,53,61.4,14.219999999999999,2.9200000000000004
46,19.1,0.0,3,2025-04-04,38,24.0,0.0,3,48,15.8,0.0,3,73,16.7,0.0,3,92,10.9,0.9,51,59.4,17.300000000000004,0.18
82,16.3,0.1,51,2025-04-05,80,18.2,0.2,71,37,18.5,0.4,51,87,13.0,1.2,53,91,19.6,0.2,51,75.4,17.119999999999997,0.42000000000000004
100,22.2,11.6,73,2025-04-06,100,25.2,0.9,71,70,16.9,3.5,61,62,24.5,0.3,51,88,32.6,1.6,53,84.0,24.28,3.5800000000000005
98,19.2,13.4,75,2025-04-07,100,22.5,6.7,73,39,16.6,0.0,3,48,14.6,12.4,63,100,19.0,10.8,75,77.0,18.380000000000003,8.66
98,13.5,7.3,73,2025-04-08,100,23.7,7.0,73,84,26.1,5.3,63,84,17.5,2.9,73,79,22.5,0.4,71,89.0,20.660000000000004,4.58
100,17.3,3.6,73,2025-04-09,100,20.1,1.6,73,42,20.7,0.0,3,100,14.7,0.4,51,51,19.8,3.2,73,78.6,18.520000000000003,1.7600000000000002
96,14.2,1.0,71,2025-04-10,98,17.3,3.0,73,91,13.6,0.0,3,52,17.4,0.6,51,73,24.3,0.8,71,82.0,17.36,1.0799999999999998
95,14.1,0.0,3,2025-04-11,87,20.2,0.5,71,71,9.0,0.1,51,79,18.3,1.4,53,93,30.0,10.8,73,85.0,18.32,2.56
97,13.7,1.2,73,2025-04-12,89,18.0,1.8,73,39,15.5,0.0,3,83,15.7,6.9,73,75,24.9,2.3,75,76.6,17.560000000000002,2.44
50,12.2,2.4,73,2025-04-13,38,13.0,0.2,71,68,18.2,0.0,3,28,14.8,0.0,3,59,18.6,1.4,53,48.6,15.360000000000003,0.8
38,12.5,0.0,3,2025-04-14,63,17.7,0.0,3,65,8.6,0.0,3,21,20.0,0.0,3,24,19.0,0.0,2,42.2,15.559999999999999,0.0
79,16.2,0.0,3,2025-04-15,79,18.3,2.2,61,1,12.0,0.0,0,80,29.1,0.0,3,8,20.9,0.0,3,49.4,19.3,0.44000000000000006
22,7.9,0.0,3,2025-04-16,58,12.4,0.0,3,30,13.1,0.0,3,44,25.2,0.0,3,40,18.7,0.0,3,38.8,15.459999999999999,0.0
97,13.5,0.0,3,2025-04-17,100,14.8,1.3,53,25,10.4,0.0,3,2,18.4,0.0,0,3,10.8,0.0,1,45.4,13.580000000000002,0.26
67,10.3,0.4,51,2025-04-18,36,15.8,7.1,63,98,15.2,0.0,3,0,13.9,0.0,0,0,19.8,0.0,0,40.2,15.0,1.5
12,14.4,1.2,55,2025-04-19,8,16.1,0.0,1,42,14.1,0.0,3,0,12.0,0.0,0,2,22.0,0.0,1,12.8,15.719999999999999,0.24
5,14.7,0.0,1,2025-04-20,3,15.7,0.0,0,62,14.0,0.0,3,65,11.9,0.1,51,7,11.8,0.0,1,28.4,13.62,0.02
40,17.1,0.0,3,2025-04-21,64,20.1,0.3,51,48,15.3,0.0,3,84,15.7,5.6,61,59,12.3,5.7,63,59.0,16.1,2.32
28,12.7,0.1,51,2025-04-22,30,14.1,0.0,3,11,14.6,0.0,2,49,10.4,4.1,63,26,12.6,0.1,51,28.8,12.879999999999999,0.8599999999999998
50,15.2,0.3,51,2025-04-23,63,19.9,1.2,53,68,10.9,0.9,53,17,7.8,1.7,61,9,13.9,0.0,1,41.4,13.539999999999997,0.82
32,12.4,0.0,3,2025-04-24,75,10.9,0.0,3,27,12.9,0.4,51,28,12.7,0.3,51,5,17.0,0.2,51,33.4,13.180000000000001,0.18
39,17.8,3.3,61,2025-04-25,67,21.4,14.4,71,11,7.5,0.0,2,91,13.0,16.2,63,74,13.0,0.3,51,56.4,14.540000000000001,6.839999999999999
60,20.5,0.0,3,2025-04-26,57,25.2,0.1,51,39,22.1,1.5,55,84,18.7,0.5,53,66,14.5,12.6,63,61.2,20.200000000000003,2.94
63,18.4,0.3,71,2025-04-27,66,22.2,0.6,71,69,22.7,4.1,63,53,15.1,3.3,55,30,19.8,0.2,51,56.2,19.639999999999997,1.7
58,18.8,0.0,3,2025-04-28,63,23.4,0.0,3,67,28.1,0.5,71,1,13.5,0.0,0,0,17.0,0.0,0,37.8,20.160000000000004,0.1
92,23.2,3.0,55,2025-04-29,99,23.9,4.5,53,32,20.9,0.0,3,0,15.7,0.0,0,2,19.9,0.0,1,45.0,20.72,1.5
93,17.0,1.8,53,2025-04-30,99,19.5,1.0,51,84,24.6,1.1,53,0,10.9,0.0,0,0,9.1,0.0,0,55.2,16.22,0.78
97,16.2,21.1,63,2025-05-01,100,25.6,14.7,75,34,20.0,1.4,53,61,11.5,0.0,3,66,16.8,0.0,3,71.6,18.02,7.4399999999999995
70,23.3,9.3,75,2025-05-02,35,21.4,0.2,51,89,20.9,9.1,61,91,12.1,2.6,61,42,19.6,0.0,3,65.4,19.459999999999997,4.24
53,17.5,0.4,51,2025-05-03,63,21.0,1.9,53,30,19.6,0.0,3,90,13.5,0.0,3,0,15.2,0.0,0,47.2,17.36,0.45999999999999996
59,18.8,7.7,63,2025-05-04,66,13.6,4.7,61,39,22.3,0.0,3,41,8.8,0.0,3,14,14.9,0.0,3,43.8,15.680000000000001,2.48
